Name,Description,Price,Image URL,Product URL
"Wind schäslong
caramel cafe (röd)","Sätt en lyxig och elegant prägel på ditt vardagsrum med Wind schäslong från det danska varumärket Broste Copenhagen. Schäslongen är ett lite elegantare alternativ till den klassiska soffan och är byggd med en stomme av plywood och solid furu. Möbeln är klädd med ett lyxigt, mjukt sammetstyg och har en stoppning av CME-skum vilket ger både stabilitet och hög komfort. Som kontrast till det fina tyget har schäslongen smala ben i mörkbetsad ek vilket ger karaktär. Wind finns i flera trendriktiga färger och blir med sin design en riktig klenod i ditt hem!",21 409 kr,https://www.nordicnest.se/assets/blobs/broste-copenhagen-wind-schaslong-caramel-cafe-rod/p_32036-04-01-d4d427ca70.jpg?preset=medium&dpr=2,https://www.nordicnest.se/varumarken/broste-copenhagen/wind-schaslong/?variantId=32036-04
"Sjövik 3,5-sits soffa
Bern 0345 green-vitoljad ek","Sjövik 3,5-sits soffa från svenska 1898 är en soffa uppbyggd på trästomme och sits med nozagfjädring, vilket ger maximal komfort. Sittplymåer har en kallskumskärna med ovansida av riven polyeter och silikonfiber. Soffans tre lösa ryggkuddarna är stoppade med fjäder och syntetfiberblandning och har ett avtagbart och tvättbart kuddfodral. Soffans ben är tillverkade i vitoljad ek vilket ger ett nätt och stilrent uttryck.",22 190 kr,https://www.nordicnest.se/assets/blobs/1898-sjovik-35-sits-soffa-bern-0345-green-vitoljad-ek/Sj%C3%B6vik-XL-bern-green-d175d38d74.jpeg?preset=medium&dpr=2,https://www.nordicnest.se/varumarken/1898/sjovik-35-sits-soffa-xl/?variantId=536539-01
"VIOR kökssoffa
Lackerad ek","VIOR kökssoffa från svenska NJRD är designad av Bernadotte & Kylberg och tillverkad i kvalitativ FSC-märkt ek. VIOR är en hyllning till gemenskap och tradition. Med inspiration i fornnordiska rötter har man tagit fram en pinnsoffa som kombinerar ekens naturliga värme med organiska former för att skapa en plats för meningsfulla samtal och nära stunder vid matbordet. Låt VIOR bli en central del av vardagens möten med nära och kära, där varje linje och kurva bjuder in till livslånga minnen. Utforska NJRDs första möbelkollektion och upplev design som hyllar livet och stunderna vi har tillsammans.",12 995 kr,https://www.nordicnest.se/assets/blobs/njrd-vior-kokssoffa-lackerad-ek/614520-01_1_ProductImageMain-70193e5eb2.png?preset=medium&dpr=2,https://www.nordicnest.se/varumarken/njrd/viro-kokssoffa/?variantId=614520-01
"Bredhult soffa 3-sits
Jump 1959 honey-vitoljad ek",Bredhult från 1898 är en soffa med nätta propotioner och finns i flera utföranden och storlekar. Soffan är uppbyggd på trästomme och sits med nozagfjädring. Sittplymåerna har en kallskumskärna och en topp av fjäder och bollfiber. Ryggplymåerna har en poloyeterkärna med topp av fjäder och bollfiber.,27 490 kr,https://www.nordicnest.se/assets/blobs/1898-bredhult-soffa-3-sits-jump-1959-honey-vitoljad-ek/Bredhult_3sits_Jump_Honey-tr%C3%A4ben-283a784158.jpeg?preset=medium&dpr=2,https://www.nordicnest.se/varumarken/1898/bredhult-soffa/?variantId=555657-01
"Dag dagbädd
Bok-Barnum bouclé 01 Off white","Dag dagbädd från svenska Gärsnäs kombinerar klassiskt trähantverk i massiv bok med en modern, låg profil som smälter in i alla miljöer. Den är designad för både avkoppling och samtal, med en bekväm dyna som bjuder in till läsning, dagdrömmar eller kreativa stunder.

Placera Dag som en stilren solitär i vardagsrummet, vid ett fönster med utsikt eller i en offentlig lounge för en inbjudande paus. Genomtänkta, separerbara material gör dagbädden hållbar och återbrukbar – perfekt för dig som söker både funktion och tidlös elegans.",52 932 kr,https://www.nordicnest.se/assets/blobs/garsnas-dag-dagbadd-bok-barnum-boucle-01-off-white/634913-01_1_ProductImageMain-f89a3a2033.png?preset=medium&dpr=2,https://www.nordicnest.se/varumarken/garsnas/dag-dagbadd/?variantId=634913-01
"Wind 3-sits soffa
magnet (grå)","Byt ut din gamla soffa och uppgradera med den lyxiga varianten Wind från Broste Copenhagen. Denna soffa har ett modernt formspråk, tillverkad i plywood och solid furu med klädsel i trendig sammet och smala ben i betsad ek. Soffan är stoppad med CME-skum vilket ger en hög känsla av komfort men även stabilitet. Det mjuka, fina tyget är förutom att det är fint att se på vattenresistent vilket är perfekt om olyckan är framme. En soffa perfekt för dig som vill ha något snyggt, trendigt och bekvämt men samtidigt tåligt! Välj mellan olika färger.",20 064 kr,https://www.nordicnest.se/assets/blobs/broste-copenhagen-wind-3-sits-soffa-magnet-gra/p_32037-03-01-9fb0df690b.jpg?preset=medium&dpr=2,https://www.nordicnest.se/varumarken/broste-copenhagen/wind-3-sits-soffa/?variantId=32037-03
"Nova 2-sits soffa fårskinn
Moonlight-oljad ek","Nova 2-sits soffa fårskinn från Swedese är en modern tolkning av klassisk möbeldesign, där stilren form möter exceptionell komfort. Klädd i mjukt och naturligt fårskinn blir soffan ett inbjudande inslag i hemmet, samtidigt som den diskreta men distinkta designen gör den lätt att placera i olika miljöer. Med nozagfjädring i sitsen erbjuder Nova hög sittkomfort, perfekt för både avkoppling och samtal. Kombinera med fåtölj, fotpall eller 3-sitssoffa för att skapa en harmonisk soffgrupp som förhöjer atmosfären i vardagsrummet.",63 953 kr,https://www.nordicnest.se/assets/blobs/swedese-nova-2-sits-soffa-farskinn-moonlight-oljad-ek/632587-01_1_ProductImageMain-d8db52875d.png?preset=medium&dpr=2,https://www.nordicnest.se/varumarken/swedese/nova-2sits-farskinnoljad-ek/?variantId=632587-01
"Pacha soffa 3-sits med armstöd
Karakorum 001-pearl gold",Pacha soffa 3-sits med armstöd från Gubi formgavs 1975 av den franska designern Pierre Paulin. Den inbjudande formen ger liv och karaktär åt ditt hem samtidigt som det erbjuder en bekväm sittplats att koppla av eller umgås på.,99 999 kr,https://www.nordicnest.se/assets/blobs/gubi-pacha-soffa-3-sits-med-armstod-karakorum-001-pearl-gold/577753-01_1_ProductImageMain-eb84d5057d.jpeg?preset=medium&dpr=2,https://www.nordicnest.se/varumarken/gubi/pacha-soffa-3sits-med-armstod/?variantId=577753-01
"Wonder 3-sits divansoffa 280x185 cm
Mumble 02",Wonder 3-sits divansoffa från Gubi är en stor och bekväm 70-talsinspirerad soffa formgiven av Space Copenhagen. Dynorna på rygg och armstöd är synligt vikta över den minimalistiska stommen vilket blir en effektfull detalj samtidigt som det är en del av designen.,63 740 kr,https://www.nordicnest.se/assets/blobs/gubi-wonder-3-sits-divansoffa-280x185-cm-mumble-02/577759-01_1_ProductImageMain-18dfa3b3c8.jpeg?preset=medium&dpr=2,https://www.nordicnest.se/varumarken/gubi/wonder-3sits-divansoffa-280x185-cm/?variantId=577759-01
"Sjövik 2,5-sits soffa
Bern 0345 green-vitoljad ek","Sjövik soffa 2,5-sits från svenska 1898 är uppbyggd på trästomme och har en sits med nozagfjädring. Sittplymåer har en kallskumskärna med ovansida av riven polyeter och silikonfiber. De lösa ryggkuddarna är stoppade med fjäder och syntetfiberblandning och har ett avtagbart och tvättbart kuddfodral. Soffans ben är tillverkade i vitoljad ek vilket ger ett nätt och stilrent uttryck.",16 790 kr,"https://www.nordicnest.se/assets/blobs/1898-sjovik-25-sits-soffa-bern-0345-green-vitoljad-ek/Sj%C3%B6vik-2,5-sits-bern-green-a544902791.jpeg?preset=medium&dpr=2",https://www.nordicnest.se/varumarken/1898/sjovik-25-sits-soffa/?variantId=536502-01
"Haga 3 sits soffa
Main line flax 26 camden-ljus ek","Haga 3 sits soffa från svenska 1898 är tillverkad med en stomme i massiv bok med sits med nozagspiraler. Sittplymå gjord i kallskum med svep topp, fylld med 50% dun/fjäder och 50% skuren polyester. Ryggplymå fylld med 50% dun/fjäder och 50% silikoniserad bollfiber. Avtagbar klädsel för alla soffor förutom soffor i läder. De inkluderade två sidokuddarna ger extra stöd. Med sin klassiska form och lyxiga komfort blir Haga en naturlig samlingspunkt i vardagsrummet.",29 490 kr,https://www.nordicnest.se/assets/blobs/1898-haga-3-sits-soffa-main-line-flax-26-camden-ljus-ek/Haga-soffa-camden-Main-Line-Flax-26-ljusek-00c3be77c0.jpeg?preset=medium&dpr=2,https://www.nordicnest.se/varumarken/1898/haga-soffa/?variantId=561574-01
"Outline dagbädd
Refine leather cognac-Black","Outline dagbädd från Muuto är en exemplarisk möbel för avkoppling, designad av Anderssen & Voll. Dagbädden erbjuder ett visuellt lätt och elegant uttryck som passar perfekt i olika interiörer. Välj mellan klädsel i tyg eller läder för att hitta den perfekta matchningen till ditt hem.",31 245 kr,https://www.nordicnest.se/assets/blobs/muuto-outline-dagbadd-refine-leather-cognac-black/Outline-daybed-refine-leather-cognac-black-Muuto-5000x5000-6d5a89c371.jpeg?preset=medium&dpr=2,https://www.nordicnest.se/varumarken/muuto/outline-dagbadd/?variantId=548488-01
"In Situ hörnsoffa configuration 1
Ecriture 240-Black",In Situ hörnsoffa configuration 1 från Muuto är en stor soffa med ett modernt och avskalat formspråk. Hörnsoffan har armstöd på båda sidorna för en ombonad känsla. Alla färdigkonfigurerade soffor från In Situ-serien kan byggas ut och förändras efter behov.,84 995 kr,https://www.nordicnest.se/assets/blobs/muuto-in-situ-hornsoffa-configuration-1-ecriture-240-black/582935-01_1_ProductImageMain-12890a6532.png?preset=medium&dpr=2,https://www.nordicnest.se/varumarken/muuto/in-situ-hornsoffa-configuration-1/?variantId=582935-01
"In Situ hörnsoffa configuration 3
Clay 12-Configuration 3-Black",In Situ från danska Muuto är en storlagen modulär soffa designad av den norska duon Anderssen & Voll. I den svarta stålramen döljer sig subtila detaljer och det smakfulla formspråket ger såväl komfort som en otroligt väldesignad möbel som tar rummet till nya höjder.,76 995 kr,https://www.nordicnest.se/assets/blobs/muuto-in-situ-hornsoffa-configuration-3-clay-12-configuration-3-black/in-situ-hornsoffa-clay12-svart-73ecc01397.jpeg?preset=medium&dpr=2,https://www.nordicnest.se/varumarken/muuto/in-situ-hornsoffa/?variantId=550220-01
"Bredhult soffa 3-sits
Bern 0345 green-vitoljad ek",Bredhult från 1898 är en soffa med nätta propotioner och finns i flera utföranden och storlekar. Soffan är uppbyggd på trästomme och sits med nozagfjädring. Sittplymåerna har en kallskumskärna och en topp av fjäder och bollfiber. Ryggplymåerna har en poloyeterkärna med topp av fjäder och bollfiber.,31 490 kr,https://www.nordicnest.se/assets/blobs/1898-bredhult-soffa-3-sits-bern-0345-green-vitoljad-ek/Bredhult-3-Sits-Bern-Green-cca1ce33a3.jpeg?preset=medium&dpr=2,https://www.nordicnest.se/varumarken/1898/bredhult-soffa/?variantId=550565-01
"Haga 3 sits soffa
Main line flax 26-ekben wengebets","Haga 3 sits soffa från svenska 1898 är tillverkad med en stomme i massiv bok med sits med nozagspiraler. Sittplymå gjord i kallskum med svep topp, fylld med 50% dun/fjäder och 50% skuren polyester. Ryggplymå fylld med 50% dun/fjäder och 50% silikoniserad bollfiber. Avtagbar klädsel för alla soffor förutom soffor i läder. De inkluderade två sidokuddarna ger extra stöd. Med sin klassiska form och lyxiga komfort blir Haga en naturlig samlingspunkt i vardagsrummet.",29 490 kr,https://www.nordicnest.se/assets/blobs/1898-haga-3-sits-soffa-main-line-flax-26-ekben-wengebets/Haga-soffa-camden-Main-Line-Flax-26-wengelbets-f368ed395c.jpeg?preset=medium&dpr=2,https://www.nordicnest.se/varumarken/1898/haga-soffa/?variantId=561620-01
"Bredhult soffa 3-sits
Bern 0341 beige-svart stål",Bredhult från 1898 är en soffa med nätta propotioner och finns i flera utföranden och storlekar. Soffan är uppbyggd på trästomme och sits med nozagfjädring. Sittplymåerna har en kallskumskärna och en topp av fjäder och bollfiber. Ryggplymåerna har en poloyeterkärna med topp av fjäder och bollfiber.,31 490 kr,https://www.nordicnest.se/assets/blobs/1898-bredhult-soffa-3-sits-bern-0341-beige-svart-stal/Bredhult_3sits_Bern-metallbeb-234b57e101.jpeg?preset=medium&dpr=2,https://www.nordicnest.se/varumarken/1898/bredhult-soffa/?variantId=562548-01
"Offset soffa 3-sits
Audo Bouclé 02 Beige","Offset soffa 3-sits från Audo Copenhagen är tillverkad i högkvalitativa material och designad för att balansera elegans och komfort. Den kombinerar en inbjudande och hemtrevlig känsla med en stilren, arkitektonisk estetik. Den passar perfekt för att skapa en både funktionell och sofistikerad sittplats i vardagsrummet, där den erbjuder gott om plats för avkoppling och social samvaro.",25 074 kr,https://www.nordicnest.se/assets/blobs/audo-copenhagen-offset-soffa-3-sits-audo-boucle-02-beige/586359-01_1_ProductImageMain-4f5c0ac905.png?preset=medium&dpr=2,https://www.nordicnest.se/varumarken/audo-copenhagen/offset-soffa/?variantId=586359-01
"Dagbädd Mass 200x75x51 cm
Karakorum ivory 001-walnut","Mass dagbädd 200x75x51 cm från New Works är en funktionell och bekväm möbel för avkoppling och vila. Denna dagbädd har generösa mått som erbjuder gott om utrymme att sträcka ut sig och slappna av. Dess enkla och användarvänliga design passar perfekt i olika rum och inredningsstilar. Mass dagbädd är tillverkad med noggrannhet och kvalitetssäkring för att garantera en pålitlig och skön sittupplevelse. Placera den i vardagsrummet, sovrummet eller i din favorithörna för att skapa en avslappnad och trivsam atmosfär. Denna dagbädd är den perfekta möbeln för att njuta av sköna stunder och ta en paus från vardagens stress.",51 395 kr,https://www.nordicnest.se/assets/blobs/new-works-dagbadd-mass-200x75x51-cm-karakorum-ivory-001-walnut/587922-01_1_ProductImageMain-37bee1edde.png?preset=medium&dpr=2,https://www.nordicnest.se/varumarken/new-works/mass-dagbadd-200x75x51-cm/?variantId=587922-01
"Rico divan vänster
Brushed warm grey",Rico divan vänster från Ferm Living har en fast sittkomfort med en omfamnande soffrygg. Divansoffan Rico passar lika bra i moderna som klassiska miljöer. Utforska gärna Rico-seriens alla färger och modeller för att sätta ihop en snygg och bekväm soffgrupp som passar dina behov och ditt hem.,23 437 kr,https://www.nordicnest.se/assets/blobs/ferm-living-rico-divan-vanster-brushed-warm-grey/574788-01_1_ProductImageMain-39d1d0bd16.jpeg?preset=medium&dpr=2,https://www.nordicnest.se/varumarken/ferm-living/rico-divan-vanster/?variantId=574788-01
"Wind 3-sits soffa
drizzle (grå)","Byt ut din gamla soffa och uppgradera med den lyxiga varianten Wind från Broste Copenhagen. Denna soffa har ett modernt formspråk, tillverkad i plywood och solid furu med klädsel i trendig sammet och smala ben i betsad ek. Soffan är stoppad med CME-skum vilket ger en hög känsla av komfort men även stabilitet. Det mjuka, fina tyget är förutom att det är fint att se på vattenresistent vilket är perfekt om olyckan är framme. En soffa perfekt för dig som vill ha något snyggt, trendigt och bekvämt men samtidigt tåligt! Välj mellan olika färger.",21 409 kr,https://www.nordicnest.se/assets/blobs/broste-copenhagen-wind-3-sits-soffa-drizzle-gra/p_32037-02-01-d4e3b991b9.jpg?preset=medium&dpr=2,https://www.nordicnest.se/varumarken/broste-copenhagen/wind-3-sits-soffa/?variantId=32037-02
"Wind 3-sits soffa
Pastel blue (blå)","Byt ut din gamla soffa och uppgradera med den lyxiga varianten Wind från Broste Copenhagen. Denna soffa har ett modernt formspråk, tillverkad i plywood och solid furu med klädsel i trendig sammet och smala ben i betsad ek. Soffan är stoppad med CME-skum vilket ger en hög känsla av komfort men även stabilitet. Det mjuka, fina tyget är förutom att det är fint att se på vattenresistent vilket är perfekt om olyckan är framme. En soffa perfekt för dig som vill ha något snyggt, trendigt och bekvämt men samtidigt tåligt! Välj mellan olika färger.",21 409 kr,https://www.nordicnest.se/assets/blobs/broste-copenhagen-wind-3-sits-soffa-pastel-blue-bla/32037-05-01-fee89c1f3d.jpg?preset=medium&dpr=2,https://www.nordicnest.se/varumarken/broste-copenhagen/wind-3-sits-soffa/?variantId=32037-05
"Offset soffa 3-sits
Audo Bouclé 06 Gold","Offset soffa 3-sits från Audo Copenhagen är tillverkad i högkvalitativa material och designad för att balansera elegans och komfort. Den kombinerar en inbjudande och hemtrevlig känsla med en stilren, arkitektonisk estetik. Den passar perfekt för att skapa en både funktionell och sofistikerad sittplats i vardagsrummet, där den erbjuder gott om plats för avkoppling och social samvaro.",22 767 kr,https://www.nordicnest.se/assets/blobs/audo-copenhagen-offset-soffa-3-sits-audo-boucle-06-gold/586356-01_1_ProductImageMain-ed906e029b.png?preset=medium&dpr=2,https://www.nordicnest.se/varumarken/audo-copenhagen/offset-soffa/?variantId=586356-01
"Bredhult soffa 3-sits
Bern 0348 grey-vitoljad ek",Bredhult från 1898 är en soffa med nätta propotioner och finns i flera utföranden och storlekar. Soffan är uppbyggd på trästomme och sits med nozagfjädring. Sittplymåerna har en kallskumskärna och en topp av fjäder och bollfiber. Ryggplymåerna har en poloyeterkärna med topp av fjäder och bollfiber.,31 490 kr,https://www.nordicnest.se/assets/blobs/1898-bredhult-soffa-3-sits-bern-0348-grey-vitoljad-ek/Bredhult-3-Sits-Bern-Grey-622d311d4b.jpeg?preset=medium&dpr=2,https://www.nordicnest.se/varumarken/1898/bredhult-soffa/?variantId=550582-01
"Sjövik 3,5-sits soffa
Bern 0348 Grey-vitoljad ek","Sjövik 3,5-sits soffa från svenska 1898 är en soffa uppbyggd på trästomme och sits med nozagfjädring, vilket ger maximal komfort. Sittplymåer har en kallskumskärna med ovansida av riven polyeter och silikonfiber. Soffans tre lösa ryggkuddarna är stoppade med fjäder och syntetfiberblandning och har ett avtagbart och tvättbart kuddfodral. Soffans ben är tillverkade i vitoljad ek vilket ger ett nätt och stilrent uttryck.",22 190 kr,https://www.nordicnest.se/assets/blobs/1898-sjovik-35-sits-soffa-bern-0348-grey-vitoljad-ek/513280-01_1_ProductImageMain-1bfc108ea3.jpeg?preset=medium&dpr=2,https://www.nordicnest.se/varumarken/1898/sjovik-35-sits-soffa-xl/?variantId=513280-01
"Rouli center module pure bouclé modulsoffa
Off-white","Rouli center module pure bouclé modulsoffa från ferm LIVING är tillverkad av tyg, polypropen, polyuretan och polyester. Denna mångsidiga soffa vars design är inspirerad av vågornas mjuka rörelse, kan användas både inomhus och utomhus. Med avtagbart överdrag för enkel rengöring och en lätt skumfyllning, anpassar sig Rouli-serien smidigt till olika miljöer.",10 355 kr,https://www.nordicnest.se/assets/blobs/ferm-living-rouli-center-module-pure-boucle-modulsoffa-off-white/613462-01_1_ProductImageMain-3d50163147.png?preset=medium&dpr=2,https://www.nordicnest.se/varumarken/ferm-living/rouli-center-module-pure-boucle-modulsoffa/?variantId=613462-01
"Turn soffa 2-sits
Cashmere bouclé offwhite","Turn soffa från danska Ferm Living är en modern 2-sits soffa som har designats i samarbete med designstudion Says Who. Soffan är tillverkad i en härlig ullmix och har en snygg, feminin design med nätta ben i lackerad metall. Sittdynan är tvåfärgad vilket betyder att du kan vända den och få till ett personligt uttryck. Soffan har snygga, dekorativa detaljer och blir verkligen en central punkt i ditt vardagsrum.",22 849 kr,https://www.nordicnest.se/assets/blobs/ferm-living-turn-soffa-2-sits-cashmere-boucle-offwhite/574808-01_1_ProductImageMain-6973fde54a.jpeg?preset=medium&dpr=2,https://www.nordicnest.se/varumarken/ferm-living/turn-soffa-2-sits/?variantId=574808-01
"Rico soffa 2-sits
Louisiana sand black",Rico soffa 2-sits från Ferm Living har en fast sittkomfort med en omfamnande soffrygg. De mjuka böljande formerna ger verkligen Rico-soffan ett unikt uttryck. Utforska gärna Rico-seriens alla färger och modeller för att sätta ihop en snygg och bekväm soffgrupp som passar dina behov och ditt hem.,29 880 kr,https://www.nordicnest.se/assets/blobs/ferm-living-rico-soffa-2-sits-louisiana-sand-black/574771-01_1_ProductImageMain-5ea323de53.jpeg?preset=medium&dpr=2,https://www.nordicnest.se/varumarken/ferm-living/rico-soffa-2sits/?variantId=574771-01
Connect soft modulsoffa 2-sits A+D rewool 718,,38 990 kr,https://www.nordicnest.se/assets/blobs/muuto-connect-soft-modulsoffa-2-sits-ad-rewool-718/9001163_1_ProductImageMain-8b3b8e78cc.jpeg?preset=medium&dpr=2,https://www.nordicnest.se/varumarken/muuto/connect-soft-modulsoffa-2sits-ad-rewool-718/?variantId=9001163
"In Situ modulsoffa 3-sits configuration 2
Clay 12-Black","In Situ är en modulsoffa från Muuto med vackra skulpturella linjer som du kan bygga precis som du vill ha den eller välja en av de förutbestämda konfigurationerna. Ramen är tillverkad i pulverlackerat stål och moduler i trä, skum, vadd och fiberbollar.",50 495 kr,https://www.nordicnest.se/assets/blobs/muuto-in-situ-modulsoffa-3-sits-configuration-2-clay-12-black/552530-01_1_ProductImageMain-81d2f68fb2.png?preset=medium&dpr=2,https://www.nordicnest.se/varumarken/muuto/in-situ-modulsoffa_735120/?variantId=552530-01
"Rico soffa 4-sits
Brushed warm grey",Rico soffa 4-sits från Ferm Living har en fast sittkomfort med en omfamnande soffrygg. De mjuka böljande formerna ger verkligen Rico-soffan ett unikt uttryck. Utforska gärna Rico-seriens alla färger och modeller för att sätta ihop en snygg och bekväm soffgrupp som passar dina behov och ditt hem.,28 710 kr,https://www.nordicnest.se/assets/blobs/ferm-living-rico-soffa-4-sits-brushed-warm-grey/574782-01_1-8a771e8330.jpeg?preset=medium&dpr=2,https://www.nordicnest.se/varumarken/ferm-living/rico-soffa-4sits/?variantId=574782-01
"Little Petra VB2 soffa
Oljad valnöt-Sahara",Little Petra VB2 soffa från danska &Tradition har en design baserad på Viggo Boesens originalritningar från 1930-talet. Den lilla soffan är tillverkad av premiummaterial med en klädsel som sytts för hand.,63 420 kr,https://www.nordicnest.se/assets/blobs/tradition-little-petra-vb2-soffa-oljad-valnot-sahara/516162-01_1_ProductImageMain-1dfe44ef39.jpeg?preset=medium&dpr=2,https://www.nordicnest.se/varumarken/tradition/little-petra-vb2-soffa/?variantId=516162-01
"Offset soffa 2-sits
Audo Bouclé 06 Gold","Offset soffa 2-sits från Audo Copenhagen är designad för att förena balans och harmoni i sitt uttryck. Med en stomme av högkvalitativa material och en inbjudande komfort, skapar soffan ett stiligt och funktionellt inslag i rummet. Den kombinerar arkitektonisk elegans med en mjuk, inbjudande känsla, vilket gör den perfekt för både avslappning och social samvaro. Placera den som en central del i vardagsrummet eller i en loungedel för ett modernt, välkomnande hem.",20 623 kr,https://www.nordicnest.se/assets/blobs/audo-copenhagen-offset-soffa-2-sits-audo-boucle-06-gold/586352-01_1_ProductImageMain-bd42e435ea.png?preset=medium&dpr=2,https://www.nordicnest.se/varumarken/audo-copenhagen/offset-soffa-2sits/?variantId=586352-01
"Rico soffa 3-sits
Brushed sand",Rico soffa 3-sits från Ferm Living har en fast sittkomfort med en omfamnande soffrygg. De mjuka böljande formerna ger verkligen Rico-soffan ett unikt uttryck. Utforska gärna Rico-seriens alla färger och modeller för att sätta ihop en snygg och bekväm soffgrupp som passar dina behov och ditt hem.,25 192 kr,https://www.nordicnest.se/assets/blobs/ferm-living-rico-soffa-3-sits-brushed-sand/574773-01_1_ProductImageMain-c09035c472.jpeg?preset=medium&dpr=2,https://www.nordicnest.se/varumarken/ferm-living/rico-soffa-3sits/?variantId=574773-01
"Outline soffa 3-sits läder
Refine black-svarta ben","Outline soffa 3-sits läder är en del av Muutos Outline-serie, designad av Anderssen & Voll. Soffan är tillverkad av aluminium, trä, stål och läder med en pulverlackerad finish. Den har en djup sittplats och mjuka kuddar fyllda med kallskum och fjäder. Soffans linjer och kurviga armstöd refererar till arkitektoniska former, vilket ger den ett distinkt utseende.",44 467 kr,https://www.nordicnest.se/assets/blobs/muuto-outline-soffa-3-sits-lader-refine-black-svarta-ben/outline-black-746e4a46f8.jpeg?preset=medium&dpr=2,https://www.nordicnest.se/varumarken/muuto/outline-soffa-3-sits-lader/?variantId=564669-01
"Rar 3-sits soffa
Venezia off-white","Rar 3-sits soffa av Normann Copenhagen är tillverkad i PU-skum med en förstärkt träram och ben i pulverlackerat stål. Med sitt tidlösa formspråk och inbjudande komfort blir den en naturlig samlingspunkt i hemmet. Dess mjuka linjer och genomtänkta design skapar en harmonisk känsla, oavsett om den placeras i vardagsrummet eller ett annat utrymme för avkoppling. En soffa som bjuder in till långa samtal, stilla stunder och bekvämt umgänge.",19 163 kr,https://www.nordicnest.se/assets/blobs/normann-copenhagen-rar-3-sits-soffa-venezia-off-white/637301-01_1_ProductImageMain-b442cdbc24.png?preset=medium&dpr=2,https://www.nordicnest.se/varumarken/normann-copenhagen/rar-3sits-soffa/?variantId=637301-01
"Outline 3,5-sits soffa polished alu
Grace leather Camel","Outline 3,5-sits soffa polished alu från Muuto är en kombination av aluminium, trä, stål och läder med en finish av pulverlack. Designen är inspirerad av 1960-talets skandinaviska soffor, med en stark kontur som ger namnet till Outline-serien. Soffan har djupa sittplatser och mjuka kuddar, vilket ger en tidlös och elegant känsla. Perfekt för både hemmet och arbetsplatsen.",91 995 kr,https://www.nordicnest.se/assets/blobs/muuto-outline-35-sits-soffa-polished-alu-grace-leather-camel/589195-01_1_ProductImageMain-40bbe6cddb.png?preset=medium&dpr=2,https://www.nordicnest.se/varumarken/muuto/outline-35sits-soffa-polished-alu/?variantId=589195-01
"Turn soffa 3-sits
Cashmere-boucle",Inred ditt vardagsrum med ett trendriktigt uttryck med Turn 3-sits soffa som designats av Says Who för danska Ferm Living. Klädseln är tillverkad i ullmix där du kan vända och vrida dynan efter eget behag och känsla. Soffan har en feminin look med nätta ben i lackerad metall samt fina detaljer. En soffa med ett modernt men tidlöst uttryck som är lätt att anpassa efter annan inredning.,27 537 kr,https://www.nordicnest.se/assets/blobs/ferm-living-turn-soffa-3-sits-cashmere-boucle/572658-01_1_ProductImageMain-7c00c7de3f.jpeg?preset=medium&dpr=2,https://www.nordicnest.se/varumarken/ferm-living/turn-soffa-3-sits/?variantId=572658-01
"Offset bäddsoffa 2-sits
Audo Bouclé 02","Offset bäddsoffa 2-sits från Audo Copenhagen är en skjutförvandling från elegant soffa till bekväm bädd. Perfekt för gäster eller yteffektiva rum, anpassar den sig enkelt efter behoven. Designad av Norm Architects, förenar den stöd och mjukhet i en stilren silhuett. Den är både robust och finstämd samt en harmonisk kombination av arkitektonisk tyngd och avslappnad komfort.",49 595 kr,https://www.nordicnest.se/assets/blobs/audo-copenhagen-offset-baddsoffa-2-sits-audo-boucle-02/632810-01_1_ProductImageMain-db980d4d63.png?preset=medium&dpr=2,https://www.nordicnest.se/varumarken/audo-copenhagen/offset-baddsoffa-2sits/?variantId=632810-01
"Eave 86 modulsoffa konfiguration 2
Audo Bouclé 06 (Gold)","Eave är en perfekt blandning av stil och komfort, en generös soffa som uppmuntrar till avkoppling. De böjda stoppade armstöden är vad som ger soffan sin unika karaktär. Därför har man hämtat namnet från engelskans ord för ""takfot"" - ""eave"", som är takets nedre kanter som hänger ut över väggen och påminner om soffans armstöd. Soffan är stoppad med skum och står på en stabil träram.",57 395 kr,https://www.nordicnest.se/assets/blobs/audo-copenhagen-eave-86-modulsoffa-konfiguration-2-audo-boucle-06-gold/594213-01_1_ProductImageMain-ed12d54c46.png?preset=medium&dpr=2,https://www.nordicnest.se/varumarken/audo-copenhagen/eave-86-modulsoffa-konfiguration-2/?variantId=594213-01
"Turn Dagbädd
Pasadena (randig)",Turn dagbädd från Ferm Living har ett enkelt skandinaviskt uttryck. De enkla linjerna tillsammans med läderbältena skapar en modern känsla och bjuder in till en stund av vila när just du behöver det. Kombinera gärna med övriga möbler från Turn-serien.,19 920 kr,https://www.nordicnest.se/assets/blobs/ferm-living-turn-dagbadd-pasadena-randig/574812-01_1_ProductImageMain-9071240ebe.jpeg?preset=medium&dpr=2,https://www.nordicnest.se/varumarken/ferm-living/turn-dagbadd_716974/?variantId=574812-01
